1.387619681952992234e+00,-5.064777868382513981e-01,1.340701965592964839e+00,1.426421834789914023e+00,2.660496071071348223e-01,1.703759588941873959e+00,9.369459990548227868e-01,-1.864111082704929534e-01,-1.552932326001573937e+00,-4.059458697480829437e-01,-1.528347304547843954e+00,4.960395594098994110e-01,-1.878476633134963103e-01,1.920626051075629837e-01,-8.355518008928655704e-02,-7.510709660522987829e-02,-9.621030564726870127e-01,6.123838926446526498e-01,-8.232819858949115277e-01,-9.099255594025387195e-01,3.699231056185282029e-01,-3.070022407759229743e-01,7.179197183329967258e-01,5.521570530748198813e-01
1.388025150810162867e+00,-7.042506192085857819e-01,1.335373131953794701e+00,1.437398366264993399e+00,-4.945816623954175234e-02,3.719749598481586483e-02,1.910805281965803071e-01,-1.864111082704929534e-01,-2.348506157443095876e+00,1.650436690669820905e+00,1.328726432117104617e+00,-8.046443234702569391e-01,-7.293106073444734216e-02,-7.513770616286407078e-01,-2.080723356673877811e-01,1.292436969309948835e-01,-1.161393517814699738e-01,6.909069362684178151e-01,8.530391661032983575e-02,-5.132765369976225456e-01,1.038509648161171306e+00,9.418524918720290184e-01,7.179197183338315025e-01,5.521570530755728345e-01
1.373022803094813726e+00,-5.229351420280737850e-01,1.335373131953794701e+00,1.415445303314834424e+00,-2.193469672723675767e-01,7.857586255041453249e-01,1.910805281965803071e-01,-1.864111082704929534e-01,1.629362999764514930e+00,-5.355481668900670122e-01,-9.981043621536961341e-02,4.960395594098994110e-01,2.718187470032316089e-01,-7.513770616277732906e-01,1.654791310659549375e-01,4.357698872354634489e-01,-1.606637572918451773e-01,1.721154742287772876e+00,5.395968678631570814e-01,-5.132765369979832570e-01,3.699231056184326683e-01,4.986345449026507448e-01,7.179197183329967258e-01,-6.186204020564862738e-01
1.334368105377782276e+00,-3.222382842223406874e-01,1.303400130118773648e+00,1.366050911676976787e+00,-3.164262821482680677e-01,5.753140290102142229e-01,1.910805281965803071e-01,-1.864111082704929534e-01,3.821533688147047553e-02,9.563733994573743180e-01,-9.981043621536961341e-02,-8.046443234702569391e-01,4.556853111302066051e-01,-2.495879440777358238e-01,4.145134422211964043e-01,4.357698872357262943e-01,-1.606637572919261681e-01,5.206243567178021614e-01,8.530391661074301912e-02,-1.166275145937885060e-01,1.112797041777291218e+00,-3.070022407759930294e-01,7.179197183338315025e-01,5.521570530755728345e-01
1.271114963659003116e+00,1.447061939097334937e-01,1.255440627366242179e+00,1.283726925613880798e+00,-6.562038842139197303e-01,4.492112280150171166e-01,-5.547849426616621171e-01,-1.864111082704929534e-01,3.821533688147047553e-02,1.107044799003319868e+00,1.328726432117104617e+00,-8.046443234702569391e-01,6.855185162887775796e-01,4.474731193499862369e-01,9.125820645329606462e-01,6.401206807719510561e-01,2.845802978087889623e-01,1.356123117695037905e+00,8.530391661074301912e-02,-1.166275145934277530e-01,1.112797041777195739e+00,1.105227718757171851e-01,7.179197183338315025e-01,-6.186204020557333205e-01
1.188129004224538710e+00,-8.657850896492165493e-02,1.164850455500349380e+00,1.212379471025864186e+00,-5.105849119000690495e-01,2.644148569204017862e-01,1.910805281965803071e-01,-1.864111082704929534e-01,3.821533688147047553e-02,-5.320955097217291430e-01,-1.528347304547843954e+00,-8.046443234702569391e-01,5.476185931935758644e-01,-2.911582863719728298e-01,5.390305977992976283e-01,5.379452840039700146e-01,1.743386474852186285e-02,6.123838926446533160e-01,8.530391661115618862e-02,-1.166275145934277530e-01,1.112797041777243257e+00,-1.841275786051233876e+00,7.179197183338315025e-01,1.722934508206126036e+00
1.130417270220441583e+00,-3.329469269828196909e-01,1.100904451830307273e+00,1.162985079388006548e+00,-3.164262821482680677e-01,5.753140290102142229e-01,1.910805281965803071e-01,-1.864111082704929534e-01,3.821533688147047553e-02,8.630645830387777273e-02,-9.981043621536961341e-02,4.960395594098994110e-01,4.786686316460637136e-01,1.920626051067766404e-01,6.635477533767581981e-01,4.357698872359891396e-01,-2.709054076152940527e-02,9.670095268230746721e-03,8.530391661115618862e-02,-1.166275145934277530e-01,8.899348609295524293e-01,3.175595893065388253e-01,7.179197183338315025e-01,-6.186204020557333205e-01
1.108792264504620206e+00,-6.456717191926949484e-01,1.068931449995286442e+00,1.152008547912926950e+00,1.204306347932840998e-01,6.374194910080063226e-01,1.910805281965803071e-01,-1.864111082704929534e-01,3.821533688147047553e-02,3.157369848813576518e-01,-9.981043621536961341e-02,-8.046443234702569391e-01,-2.696441970273315974e-02,5.447464204814811417e-01,4.096197548849435377e-02,-7.510709660575555502e-02,-4.723345958622041096e-01,9.670095268475434672e-03,-3.689890346420842682e-01,-5.132765369983440795e-01,4.442104992343137160e-01,9.418524918739160645e-01,7.179197183338315025e-01,-6.186204020564862738e-01
1.143121961078486182e+00,-1.754875494686233550e-01,1.122219786386988050e+00,1.173961610863085925e+00,5.330177230158612556e-01,6.219506317088967506e-01,1.910805281965803071e-01,7.154510845592864099e-01,-7.573584945600517759e-01,2.867994910361600924e-01,-9.981043621536961341e-02,4.960395594098994110e-01,-4.866308300198158299e-01,-1.900204557348915690e-01,-4.571066468223090040e-01,-2.794578901422431483e-01,-8.285298399425737870e-01,4.621130010635722263e-01,-8.232819858949115277e-01,-9.099255594028995420e-01,-1.513862460972692893e-03,1.605148046410997120e-01,-5.800035619166563627e-01,-6.186204020564862738e-01
1.230297765370391483e+00,3.009784474580450842e-01,1.223467625531221126e+00,1.234332533976023161e+00,9.456048112384382032e-01,-4.228926321712156988e-01,9.369459990548227868e-01,7.154510845592864099e-01,3.821533688147047553e-02,1.205652224008198159e+00,-9.981043621536961341e-02,4.960395594098994110e-01,-9.692805608528147765e-01,-7.900913227046008069e-01,-1.204209580288994497e+00,-6.881594772149555173e-01,-1.229249489532913575e+00,2.807127349001274919e-01,-8.232819858949115277e-01,-9.099255594025387195e-01,7.277353115500392877e-02,-5.258362129523182910e-02,-5.800035619166563627e-01,-6.186204020564862738e-01
