timestamp,Timestamp (Shimmer),ACCEL_X,ACCEL_Y,ACCEL_Z,GYRO_P,GYRO_R,GYRO_Y,GSR_RES,GSR_CON,PPG_RAW,HEART_RATE,HRV,Time since load,Time
349631.2274,503133.7188,-7.782166481,1.412328005,6.128067017,-0.549618304,0.122137405,-1.145038128,1347.015381,2290,1413.186768,76.80000305,781.25,820.3125,0.8095177
349631.2343,503141.5313,-7.791741371,1.400359035,6.082585335,-0.305343509,0.320610672,-1.053435087,1351.995972,2284,1421.245361,76.80000305,781.25,828.125,0.8163522
349631.2428,503149.3438,-7.801316738,1.402752876,6.058647633,-0.412213743,0.045801528,-0.946564913,1348.671509,2288,1429.304077,76.80000305,781.25,835.9375,0.8248535
349631.2517,503157.1563,-7.82525444,1.424296856,6.05625391,-0.427480906,-0.015267176,-1.297709942,1348.671509,2288,1432.967041,76.80000305,781.25,843.75,0.8338257
349631.2647,503164.9688,-7.889886379,1.42908442,6.061041355,-0.549618304,-0.122137405,-1.648854971,1351.995972,2284,1435.164795,76.80000305,781.25,851.5625,0.846803
349631.2652,503172.7813,-7.880311012,1.431478143,6.063435078,-0.4427481,-0.656488538,-1.694656491,1347.842896,2289,1432.967041,76.80000305,781.25,859.375,0.8472787
349631.2757,503180.5938,-7.885098934,1.424296856,6.029922009,-0.610687017,-0.961832047,-1.328244328,1351.16333,2285,1430.036621,76.80000305,781.25,867.1875,0.8577801
349631.2817,503188.4063,-7.87791729,1.385996461,6.013165951,-0.748091578,-1.404580116,-1.587786317,1350.331665,2286,1425.640991,76.80000305,781.25,875,0.8637604
349631.2896,503196.2188,-7.904248714,1.388390183,6.008378029,-0.595419824,-1.450381637,-1.038167953,1348.671509,2288,1421.245361,76.80000305,781.25,882.8125,0.8717159
349631.3046,503204.0313,-7.863554955,1.426690578,6.027528286,-1.221374035,-1.740458012,-1.46564889,1353.664307,2282,1413.186768,76.80000305,781.25,890.625,0.8866796
349631.305,503211.8438,-7.84679842,1.433871984,6.049072266,-0.916030526,-2.13740468,-1.648854971,1348.671509,2288,1404.39563,76.80000305,781.25,898.4375,0.8870496
349631.3147,503219.6563,-7.849192142,1.409934163,6.080191612,-0.900763333,-2.13740468,-1.236641169,1351.16333,2285,1389.010986,76.80000305,781.25,906.25,0.8967503
349631.3205,503227.4688,-7.818072796,1.409934163,6.116097927,-0.763358772,-1.770992398,-1.206106901,1351.16333,2285,1372.893799,76.80000305,781.25,914.0625,0.9026203
349631.3286,503235.2813,-7.803710461,1.405146599,6.075404167,-0.58015269,-1.984732866,-1.404580116,1349.501099,2287,1356.043945,76.80000305,781.25,921.875,0.9106463
349631.3444,503243.0938,-7.798923016,1.397965312,6.075404167,-0.763358772,-1.832061052,-1.328244328,1352.82959,2283,1340.659302,76.80000305,781.25,929.6875,0.9265125
349631.3465,503250.9063,-7.818072796,1.397965312,6.094553947,-0.778625965,-1.328244328,-1.618320584,1349.501099,2287,1325.27478,76.80000305,781.25,937.5,0.9285849
349631.3574,503258.7188,-7.784560204,1.388390183,6.096948147,-0.870229006,-1.145038128,-1.450381637,1351.995972,2284,1314.285767,76.80000305,781.25,945.3125,0.9394296
349631.3579,503266.5313,-7.770197392,1.405146599,6.092160225,-0.931297719,-1.007633567,-1.55725193,1352.82959,2283,1309.157471,76.80000305,781.25,953.125,0.9399543
349631.3674,503274.3438,-7.808497906,1.385996461,6.111310482,-0.717557251,-0.748091578,-1.435114503,1348.671509,2288,1309.157471,76.80000305,781.25,960.9375,0.9494971
349631.3825,503282.1563,-7.796528816,1.385996461,6.096948147,-0.473282456,-0.396946579,-1.236641169,1353.664307,2282,1307.692261,76.80000305,781.25,968.75,0.9645777
349631.383,503289.9688,-7.839616776,1.390783906,6.084979057,-0.656488538,-0.48854962,-0.961832047,1350.331665,2286,1307.692261,76.80000305,781.25,976.5625,0.9650505
349631.3963,503297.7813,-7.84679842,1.39557147,6.070616245,-0.48854962,-0.320610672,-1.206106901,1351.995972,2284,1308.424927,76.80000305,781.25,984.375,0.9783835
349631.3967,503305.5938,-7.832435608,1.405146599,6.061041355,-0.58015269,-0.4427481,-1.160305381,1353.664307,2282,1310.622681,76.80000305,781.25,992.1875,0.9788052
